NZ_NRPJ01000016.1,11406,16253,NZ_CP041776.1_merged_d0,1,4849,97.030,4849,0.0
NZ_NRPJ01000016.1,44248,44521,NZ_CP041776.1_merged_d0,10000,9727,89.818,275,9.16e-97
NZ_NRPJ01000016.1,1,162,NZ_CP041776.1_merged_d0,9439,9278,98.765,162,7.29e-78
NZ_NRPJ01000016.1,16897,17031,NZ_CP041776.1_merged_d0,4710,4846,91.971,137,2.11e-48
NZ_NRPJ01000016.1,14789,14851,NZ_CP041776.1_merged_d0,2434,2496,95.238,63,3.66e-21
NZ_NRPJ01000016.1,13839,13901,NZ_CP041776.1_merged_d0,3384,3446,95.238,63,3.66e-21
NZ_NRPJ01000016.1,15648,16253,NZ_CP041776.1_merged_d0,1,606,94.389,606,0.0
NZ_NRPJ01000016.1,44061,44521,NZ_CP041776.1_merged_d0,5943,5484,87.097,465,8.54e-147
NZ_NRPJ01000016.1,1,162,NZ_CP041776.1_merged_d0,5196,5035,98.765,162,7.29e-78
NZ_NRPJ01000016.1,16897,17031,NZ_CP041776.1_merged_d0,467,603,91.971,137,2.11e-48
NZ_NRPJ01000016.1,5,162,NZ_VRVM01000026.1:1-9766_merged_d0,1,158,98.734,158,1.22e-75
NZ_NRPJ01000016.1,37,166,NZ_SSXP01000023.1:1-5517_merged_d0,3550,3422,98.462,130,1.61e-59
NZ_NRPJ01000016.1,44,162,NZ_SEWT01000023.1:2825-12971_merged_d0,8179,8061,99.160,119,1.25e-55
NZ_BMDB01000001.1,437988,441070,NZ_SIYF01000226.1:1-7547_merged_d0,2498,5580,99.870,3083,0.0
NZ_BMDB01000001.1,437988,441069,NZ_VRVO01000009.1:35595-47562_merged_d0,3082,1,99.870,3082,0.0
NZ_BMDB01000001.1,437943,440910,NZ_RXOX01000014.1:33086-45053_merged_d0,8612,5645,99.293,2969,0.0
NZ_BMDB01000001.1,440906,443247,NZ_RXOX01000014.1:33086-45053_merged_d0,2342,1,100.000,2342,0.0
NZ_BMDB01000001.1,437986,440470,NZ_SEWV01000015.1:1-7521_merged_d0,3505,1021,99.799,2485,0.0
NZ_BMDB01000001.1,437982,440470,NZ_VRVP01000006.1:37474-49441_merged_d0,2044,4532,99.679,2489,0.0
NZ_BMDB01000001.1,437982,440470,NZ_VRVN01000011.1:17424-29391_merged_d0,7955,5467,99.679,2489,0.0
NZ_BMDB01000001.1,437982,440470,NZ_VRVM01000026.1:1-9766_merged_d0,6175,3687,99.679,2489,0.0
NZ_BMDB01000001.1,437982,440470,NZ_VRVK01000016.1:1-8214_merged_d0,5309,2821,99.679,2489,0.0
NZ_BMDB01000001.1,437982,440470,NZ_VHJE01000029.1:389-12356_merged_d0,7955,5467,99.679,2489,0.0
NZ_BMDB01000001.1,437982,440470,NZ_UARO01000062.1:14469-26436_merged_d0,2044,4532,99.679,2489,0.0
NZ_BMDB01000001.1,437982,440470,NZ_UARO01000006.1:14456-26423_merged_d0,2044,4532,99.679,2489,0.0
NZ_BMDB01000001.1,437982,440470,NZ_SEWT01000023.1:2825-12971_merged_d0,2044,4532,99.679,2489,0.0
NZ_BMDB01000001.1,437983,440470,NZ_VDMY01000004.1:344362-356329_merged_d0,2045,4532,99.678,2488,0.0
NZ_BMDB01000001.1,437986,440470,NZ_SEWU01000014.1:1-7462_merged_d0,3447,963,99.718,2485,0.0
